id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,city,guests_included
15439712,Renovated Cozy Studio with Great View,5792080,Ash,Primary Urban Center,Primary Urban Center,21.28643,-157.83177,Entire home/apt,115,2,267,12/1/2019,7.01,2,127,Honolulu,1
15452464,Ocean view/Oceanfront Condo at the Ilikai hotel,13031980,Arvis,Primary Urban Center,Primary Urban Center,21.28534,-157.83967,Entire home/apt,165,2,1,6/4/2019,0.16,7,313,Honolulu,1
15454435,Ocean/Marina Views 2BdRm 2Bth Ilikai 1110,24712052,Hawaii Vacation Properties Llc,Primary Urban Center,Primary Urban Center,21.2836,-157.83927,Entire home/apt,538,4,19,11/21/2019,0.56,62,243,Honolulu,1
15466294,Large Studio/close to beach/Island Colony,33518620,Wei,Primary Urban Center,Primary Urban Center,21.27717,-157.82502,Private room,75,28,15,10/21/2019,0.42,13,279,Honolulu,1
15468300,Great Views - Great Vacation Rental 5 min to Beach,17939795,Thomas,Primary Urban Center,Primary Urban Center,21.28518,-157.83493,Entire home/apt,199,30,0,,,2,152,Honolulu,3
15468816,OCEAN & SUNSET VIEWS! Ilikai Hotel 1333,24712052,Hawaii Vacation Properties Llc,Primary Urban Center,Primary Urban Center,21.28525,-157.83791,Entire home/apt,233,4,33,11/28/2019,1.05,62,239,Honolulu,1
15469370,Ocean & sunset views w/Queen & sofabed Ilikai 1902,24712052,Hawaii Vacation Properties Llc,Primary Urban Center,Primary Urban Center,21.28494,-157.83788,Entire home/apt,273,4,11,8/15/2019,0.35,62,214,Honolulu,1
15480251,Stay Near BEAUTIFUL BEACHES äÖÊ 1 Bedroom Suite äÖÊ,26482762,ResortShare1,Primary Urban Center,Primary Urban Center,21.27849,-157.82997,Hotel room,120,2,0,,,63,103,Honolulu,1
15482157,FAMILY VACATION IN STYLE äÖƒ Spacious 2 Bedroom,26482762,ResortShare1,Primary Urban Center,Primary Urban Center,21.27837,-157.82983,Entire home/apt,180,2,31,7/31/2019,0.83,63,169,Honolulu,1
15496192,Pacific Monarch/Heart OF Waikiki/FREE PARKING,14391310,Saichi,Primary Urban Center,Primary Urban Center,21.27846,-157.82688,Entire home/apt,120,1,276,11/22/2019,7.38,6,242,Honolulu,2
15499008,Well Appointed Penthouse Private Ocean Lanai 1401,43793840,Mark,Primary Urban Center,Primary Urban Center,21.26137,-157.81994,Entire home/apt,345,2,29,8/18/2019,0.79,105,265,Honolulu,1
15499196,HEART OF WAIKIKI!  1 BLOCK TO BEACH 1 FREE PARKING,41090328,TPRI Vacation Suites,Primary Urban Center,Primary Urban Center,21.27599,-157.82034,Entire home/apt,160,2,59,11/18/2019,1.6,27,273,Honolulu,4
15511769,"Corner End Unit, Balcony, Diamond Head Studio 1005",43793840,Mark,Primary Urban Center,Primary Urban Center,21.26045,-157.81966,Entire home/apt,132,1,38,11/14/2019,1.07,105,240,Honolulu,1
15513129,Private Wing 2 Bdm Free Parking A/C Separate Entry,51638680,Cc,Primary Urban Center,Primary Urban Center,21.33132,-157.84242,Entire home/apt,99,4,104,11/28/2019,2.91,4,49,Honolulu,4
15524953,Modern Tropical Convenience,99819542,Michael,Primary Urban Center,Primary Urban Center,21.30662,-157.86163,Private room,350,1,3,12/29/2018,0.13,1,89,Honolulu,1
15550439,One Bedroom Apartment In The Heart Of Waikiki!,5869851,Rudolf,Primary Urban Center,Primary Urban Center,21.28332,-157.82879,Entire home/apt,95,30,13,9/28/2019,0.38,1,214,Honolulu,1
15551972,Renovated 1 bed-room!! Waikiki Sunset (WS3),42705922,Lei Hawaii,Primary Urban Center,Primary Urban Center,21.27542,-157.81953,Entire home/apt,84,2,66,11/25/2019,1.79,41,280,Honolulu,4
15554690,"Spacious Apartment 360 Degree Views, Maunalani Hts",26061838,Nancy,Primary Urban Center,Primary Urban Center,21.28988,-157.78673,Entire home/apt,110,30,5,7/20/2019,0.18,1,144,Honolulu,4
15562257,2 BEDROOM SUITE äù_¥Ÿè Extravagant Family Getaway!,26482762,ResortShare1,Primary Urban Center,Primary Urban Center,21.27825,-157.83134,Hotel room,180,2,38,5/2/2019,1.02,63,171,Honolulu,1
15564518,38F Studio B @ the Hawaiian Monarch,45388803,Nobu,Primary Urban Center,Primary Urban Center,21.28703,-157.83302,Entire home/apt,89,2,55,11/10/2019,1.74,26,293,Honolulu,1
15580635,Waikiki condo in perfect location,37067804,Rob,Primary Urban Center,Primary Urban Center,21.2874,-157.8387,Entire home/apt,160,2,71,11/18/2019,1.9,5,3,Honolulu,1
15580833,Waikiki Condo - 1 block from the beach,4205568,Marino,Primary Urban Center,Primary Urban Center,21.2776,-157.83033,Private room,170,7,3,4/3/2019,0.1,1,0,Honolulu,1
15589939,GORGEOUS STUDIO OCEAN & DIAMOND HEAD VIEW,25014211,Didier,Primary Urban Center,Primary Urban Center,21.2801,-157.82657,Entire home/apt,125,1,19,11/4/2019,0.52,4,221,Honolulu,2
15600452,"SPECIAL Sleep 6, Free Parking, Partial Ocean View",41090328,TPRI Vacation Suites,Primary Urban Center,Primary Urban Center,21.27553,-157.82069,Entire home/apt,160,2,103,10/6/2019,2.77,27,162,Honolulu,4
15618202,ALOHA NUI CHATEAU | Private Room|Shared Apartment,40979217,Luiz,Primary Urban Center,Primary Urban Center,21.30482,-157.84134,Private room,60,1,111,11/19/2019,2.99,1,0,Honolulu,1
15633949,"Designer Bungalow, AC, Pet Friendly, Location!",1119313,Natalie & Carl,Primary Urban Center,Primary Urban Center,21.2742,-157.79913,Entire home/apt,350,30,1,12/29/2016,0.03,2,356,Honolulu,1
15636735,Clean OceanView Room and Rooftop Pool in Waikiki,100848741,Yoshi,Primary Urban Center,Primary Urban Center,21.27571,-157.82387,Entire home/apt,135,2,83,11/12/2019,2.31,2,58,Honolulu,1
15657517,My Condo Has everything you need !,12216014,Wendy,Primary Urban Center,Primary Urban Center,21.27862,-157.82531,Entire home/apt,135,1,36,11/4/2019,1.05,1,224,Honolulu,4
15677743,Contemporary Waikiki Oasis w. Full Kitchen/Laundry,22417616,Hawaiian Paradise,Primary Urban Center,Primary Urban Center,21.28467,-157.83862,Entire home/apt,90,1,112,10/29/2019,3.02,4,294,Honolulu,1
15685895,(( Oceanviews! )) Parking & Wifi included! Balcony,26591491,Rick,Primary Urban Center,Primary Urban Center,21.28165,-157.82808,Entire home/apt,145,3,11,11/17/2019,0.31,24,314,Honolulu,1
15706595,KV1006A Waikiki 2450 Prince Edward St Honolulu,2349948,Hawaii Dream Realty TEAM,Primary Urban Center,Primary Urban Center,21.2752,-157.82396,Entire home/apt,86,2,50,11/20/2019,1.34,41,0,Honolulu,1
15709369,Ocean View Condo - Ilikai Marina Waikiki Honolulu,101458187,Jack,Primary Urban Center,Primary Urban Center,21.28482,-157.83926,Entire home/apt,163,3,66,12/1/2019,1.8,2,224,Honolulu,1
15720834,Waikiki Banyan - Diamond Head View w/Free Parking,82099589,Brett/Mo,Primary Urban Center,Primary Urban Center,21.27449,-157.82203,Entire home/apt,150,3,99,12/3/2019,3.13,2,251,Honolulu,4
15722421,"Kahala beach condo, Honolulu Hawaii",54120935,Jackie,East Honolulu,East Honolulu,21.27052,-157.77647,Entire home/apt,275,30,26,10/21/2019,0.76,2,240,Honolulu,4
15733509,1 Bedroom Ocean view. BEST PRICE Royal Kuhio (RK1),42705922,Lei Hawaii,Primary Urban Center,Primary Urban Center,21.27989,-157.82783,Entire home/apt,73,2,74,11/9/2019,2.08,41,176,Honolulu,4
15733916,27th Floor Great Ocean View in Ala Moana (AH9),42705922,Lei Hawaii,Primary Urban Center,Primary Urban Center,21.2892,-157.84051,Entire home/apt,66,2,65,11/5/2019,1.78,41,265,Honolulu,2
15753927,INCREDIBLE Ocean Views! 1 Bed | Balcony  WS1412,69552498,Captain Cook Resorts,Primary Urban Center,Primary Urban Center,21.27866,-157.83355,Entire home/apt,316,3,1,6/24/2017,0.03,168,150,Honolulu,1
15769086,"Hawaiian Home, Kids will love it!",273100,Beth,East Honolulu,East Honolulu,21.28677,-157.72443,Entire home/apt,498,14,1,1/9/2017,0.03,2,20,Honolulu,8
15772687,Waikiki Garden Villa Studio Unit B,102001314,Julian Kim,Primary Urban Center,Primary Urban Center,21.281,-157.82429,Entire home/apt,100,2,87,11/17/2019,2.35,62,228,Honolulu,2
15773009,GREAT for Monthly Stays 1/1/1 pkg.  Windsor 1405,69552498,Captain Cook Resorts,Primary Urban Center,Primary Urban Center,21.28483,-157.83633,Entire home/apt,127,30,1,8/26/2017,0.04,168,207,Honolulu,1
15791151,Beautiful Kahala Home with Pool,46803789,Edie,Primary Urban Center,Primary Urban Center,21.27085,-157.78231,Entire home/apt,800,30,0,,,2,25,Honolulu,1
15792050,"Gorgeous views, with parking, in Waikiki Banyan!",24199132,Susan,Primary Urban Center,Primary Urban Center,21.27506,-157.82026,Entire home/apt,145,1,76,11/25/2019,2.18,1,43,Honolulu,1
15792275,2 | Hideaway Studio | Private Studio,677327,Richard,Primary Urban Center,Primary Urban Center,21.29997,-157.8429,Entire home/apt,80,1,81,11/22/2019,2.28,15,34,Honolulu,2
15804719,"Old Hawaiian home, cozy",20782408,Charisse,Primary Urban Center,Primary Urban Center,21.28366,-157.81206,Private room,80,1,8,2/17/2019,0.22,1,358,Honolulu,1
15807185,Island Room Free Parking A/C Separate Entry,51638680,Cc,Primary Urban Center,Primary Urban Center,21.32924,-157.84312,Private room,49,30,37,7/6/2019,1.02,4,0,Honolulu,2
15807785,"Aloha Room,Free Parking, A/C, Private Entry, WiFi",51638680,Cc,Primary Urban Center,Primary Urban Center,21.33045,-157.84421,Private room,49,30,36,8/22/2019,0.98,4,4,Honolulu,2
15818027,"Best Waikiki Location,Gorgeous Views-Free WIFI",102391639,Julia,Primary Urban Center,Primary Urban Center,21.27723,-157.82503,Entire home/apt,137,1,16,11/24/2019,0.44,2,295,Honolulu,1
15823091,"Fantastic Diamond Head & Ocean Views, Wifi",102391639,Julia,Primary Urban Center,Primary Urban Center,21.27219,-157.82063,Entire home/apt,135,1,31,8/16/2019,0.84,2,279,Honolulu,1
15824098,Waikiki Grand Castle Hotel,18893753,èë‰Î_ê,Primary Urban Center,Primary Urban Center,21.27282,-157.82205,Entire home/apt,99,1,62,11/4/2019,2.15,2,257,Honolulu,1
15839145,Family Friendly 2 Bedroom Suite äÖƒ near Beaches,26482762,ResortShare1,Primary Urban Center,Primary Urban Center,21.27841,-157.83043,Entire home/apt,180,2,49,11/29/2019,1.35,63,169,Honolulu,1
15858101,Waikiki Paradise View - Walk to amenities+PARKING,17123673,"Tim ""Tj""",Primary Urban Center,Primary Urban Center,21.28609,-157.8309,Private room,75,4,62,10/16/2019,1.72,1,8,Honolulu,1
15869851,Amazing Studio/Spectacular view/Heart of Waikiki,14391310,Saichi,Primary Urban Center,Primary Urban Center,21.28533,-157.83345,Entire home/apt,88,1,357,11/18/2019,9.75,6,280,Honolulu,2
15870011,Central Location I Near the Beach & Restaurants,26482762,ResortShare1,Primary Urban Center,Primary Urban Center,21.27851,-157.83032,Hotel room,136,2,3,7/5/2017,0.08,63,175,Honolulu,1
15890255,Newly Remodelled Spacious Corner Unit äóñ Ocean View,103062212,Lee,Primary Urban Center,Primary Urban Center,21.27384,-157.81989,Entire home/apt,140,3,7,1/6/2019,0.22,1,206,Honolulu,1
15898358,"2b/2ba *Modern Penthouse*  ""Great Views""  (PH104)",26591491,Rick,Primary Urban Center,Primary Urban Center,21.2862,-157.83312,Entire home/apt,375,3,46,9/4/2019,1.28,24,271,Honolulu,1
15904744,Nice 1 Bedroom Waikiki Condo w/parking,103175066,Craig,Primary Urban Center,Primary Urban Center,21.28502,-157.82916,Entire home/apt,129,30,69,8/15/2019,1.89,1,126,Honolulu,4
15914882,Modern Waikiki Studio With Gorgeous Views,34010242,William,Primary Urban Center,Primary Urban Center,21.28606,-157.83378,Entire home/apt,125,2,150,11/5/2019,4.19,3,304,Honolulu,1
15928984,Our Ocean Retreat  offers 2 Twins or 1 King Bed,43793840,Mark,Primary Urban Center,Primary Urban Center,21.27228,-157.82216,Entire home/apt,99,1,50,11/18/2019,1.43,105,202,Honolulu,1
15930579,"1 Block to Beach, Best Waikiki Location, Upgraded",43793840,Mark,Primary Urban Center,Primary Urban Center,21.27307,-157.82119,Entire home/apt,118,3,32,11/22/2019,0.95,105,293,Honolulu,1
15930802,Spacious Comfort Queen Studio with Full Kitchen,43793840,Mark,Primary Urban Center,Primary Urban Center,21.27259,-157.82075,Entire home/apt,128,1,31,11/4/2019,1.17,105,231,Honolulu,1
15940466,#NAME?,103464932,Yuka,Primary Urban Center,Primary Urban Center,21.28488,-157.8393,Entire home/apt,155,2,109,11/13/2019,3,1,118,Honolulu,2
15941377,"MONTHLY Qn. Bed, Sofa Sleeper Ilikai Waikiki Bch.",24712052,Hawaii Vacation Properties Llc,Primary Urban Center,Primary Urban Center,21.28518,-157.83873,Entire home/apt,129,60,0,,,62,272,Honolulu,1
15941849,Ocn Lagoon Views King Bed/Sofa Bd Ilikai 1122,24712052,Hawaii Vacation Properties Llc,Primary Urban Center,Primary Urban Center,21.28318,-157.83738,Entire home/apt,275,4,25,11/18/2019,1.08,62,208,Honolulu,1
15942137,Ocn Snst Marina View 2 Dbl Bed Sofabed Ilikai 1927,24712052,Hawaii Vacation Properties Llc,Primary Urban Center,Primary Urban Center,21.28317,-157.83949,Entire home/apt,273,4,25,11/6/2019,0.76,62,224,Honolulu,1
15955422,Kahala Cottage!Near to DH&Waikiki,11378595,Francine And Ernesto,Primary Urban Center,Primary Urban Center,21.26009,-157.79245,Entire home/apt,149,2,177,11/22/2019,4.78,4,261,Honolulu,1
15957612,GREAT LOCATION 4 minutes walk to Waikiki Beach,103621020,Marina,Primary Urban Center,Primary Urban Center,21.27724,-157.82063,Private room,50,30,52,6/26/2019,1.4,1,58,Honolulu,1
15968929,Huge 2 Story Penthouse Wonderful Views Free Parkng,90673546,Brittany,Primary Urban Center,Primary Urban Center,21.2868,-157.83233,Entire home/apt,299,2,104,11/23/2019,2.83,6,146,Honolulu,4
15969036,"Beach Gear Included, No Taxes / Resort Fees! WG801",43793840,Mark,Primary Urban Center,Primary Urban Center,21.27237,-157.82272,Entire home/apt,89,1,47,11/16/2019,1.67,105,258,Honolulu,1
15972670,32 Floor Ocean View Waikiki Studio,103752978,Amy,Primary Urban Center,Primary Urban Center,21.28664,-157.83208,Entire home/apt,95,1,101,11/19/2019,2.75,2,321,Honolulu,1
15972712,2 Bedroom Waikiki Kitchen AC Sleeps 6 Free Parking,90673546,Brittany,Primary Urban Center,Primary Urban Center,21.28642,-157.83224,Entire home/apt,179,2,80,10/19/2019,2.17,6,96,Honolulu,1
15973550,34th floor Ocean View Ala Moana Hotel near Waikiki,86030898,Soon,Primary Urban Center,Primary Urban Center,21.28897,-157.84071,Private room,135,1,111,12/1/2019,3.02,1,269,Honolulu,4
15988656,"Waikiki one bedroom apt with AC, parking, W/D",92506104,Jane,Primary Urban Center,Primary Urban Center,21.28538,-157.8303,Entire home/apt,110,30,18,5/15/2019,0.5,7,165,Honolulu,3
16007574,"Superb studio w/ views of Diamond Head & ocean, shared pool/hot tub",40240788,Vacasa Hawaii,Primary Urban Center,Primary Urban Center,21.2807,-157.82665,Entire home/apt,158,1,20,5/17/2019,0.6,24,365,Honolulu,1
16029035,Ocean / Lagoon view King bed & Sofabed Ilikai 542,24712052,Hawaii Vacation Properties Llc,Primary Urban Center,Primary Urban Center,21.28655,-157.83999,Entire home/apt,273,4,10,10/22/2019,0.51,62,229,Honolulu,1
16030448,Ocean/Sunset/Fireworks View 1 BR Ilikai Marina 482,24712052,Hawaii Vacation Properties Llc,Primary Urban Center,Primary Urban Center,21.28582,-157.83903,Entire home/apt,275,4,25,11/4/2019,0.74,62,299,Honolulu,1
16032350,cOceanside Hawaii Apartment Studio Kitchen Parking,56775580,Jay,Primary Urban Center,Primary Urban Center,21.28477,-157.83513,Entire home/apt,99,1,43,11/14/2019,1.17,8,59,Honolulu,2
16039133,Diamond Head Ocean Front Condo,104369739,Nadine,Primary Urban Center,Primary Urban Center,21.26034,-157.81939,Entire home/apt,159,1,144,12/3/2019,3.93,1,302,Honolulu,1
16040425,BEACH SIDE,15938096,Elisabeth,Primary Urban Center,Primary Urban Center,21.28555,-157.83121,Entire home/apt,450,1,29,11/17/2019,0.82,1,121,Honolulu,6
16067397,SPECIAL! Waikiki Bright Studio with View,41090328,TPRI Vacation Suites,Primary Urban Center,Primary Urban Center,21.28612,-157.83357,Entire home/apt,90,2,63,11/6/2019,1.82,27,321,Honolulu,2
16067483,Studio With Great View & Price in Waikiki,41090328,TPRI Vacation Suites,Primary Urban Center,Primary Urban Center,21.28588,-157.83365,Entire home/apt,95,2,75,11/7/2019,2.07,27,318,Honolulu,2
16067597,Economy Studio that is Clean & with View,41090328,TPRI Vacation Suites,Primary Urban Center,Primary Urban Center,21.28575,-157.83324,Entire home/apt,105,2,44,11/15/2019,1.24,27,287,Honolulu,2
16067735,Big Deal Clean Waikiki Studio w/Great View,41090328,TPRI Vacation Suites,Primary Urban Center,Primary Urban Center,21.28611,-157.83238,Entire home/apt,99,2,49,11/19/2019,1.35,27,322,Honolulu,2
16067784,Waikiki Studio w/Awesome View & Comfortable,41090328,TPRI Vacation Suites,Primary Urban Center,Primary Urban Center,21.28721,-157.83227,Entire home/apt,99,2,42,11/13/2019,1.21,27,283,Honolulu,2
16070631,Cozy Oceanview Waikiki Marina Studio w/prkg,5448114,David,Primary Urban Center,Primary Urban Center,21.28566,-157.83958,Entire home/apt,110,2,47,11/16/2019,1.29,13,279,Honolulu,1
16070810,Direct Ocean View - One bedroom suite,104698170,Best Beach Hawaii Vacation Rentals,Primary Urban Center,Primary Urban Center,21.27314,-157.82246,Entire home/apt,145,1,35,11/19/2019,1.12,2,183,Honolulu,2
16094223,WVR Royal Garden at Waikiki- studio,30787515,Brooke,Primary Urban Center,Primary Urban Center,21.28414,-157.82926,Entire home/apt,150,2,1,1/2/2018,0.04,70,11,Honolulu,1
16095269,Wyndham Waikiki Beach Walk Resort- 1 BR Condo,30787515,Brooke,Primary Urban Center,Primary Urban Center,21.27963,-157.8299,Entire home/apt,159,3,4,4/18/2019,0.11,70,4,Honolulu,1
16096190,Wyndham Waikiki Beach Walk-  2 BR Condo,30787515,Brooke,Primary Urban Center,Primary Urban Center,21.27963,-157.83046,Entire home/apt,179,2,3,2/17/2018,0.08,70,7,Honolulu,1
16099777,Hotel Type 21th Floor Ocean View! Ala Moana(AH10),42705922,Lei Hawaii,Primary Urban Center,Primary Urban Center,21.28915,-157.83879,Entire home/apt,60,2,39,8/17/2019,1.11,41,268,Honolulu,2
16101645,Waikiki Garden Villa Studio Unit H,102001314,Julian Kim,Primary Urban Center,Primary Urban Center,21.27874,-157.82379,Entire home/apt,100,2,90,11/15/2019,2.53,62,290,Honolulu,2
16102194,Waikiki Garden Villa Studio Unit G,102001314,Julian Kim,Primary Urban Center,Primary Urban Center,21.27904,-157.82404,Entire home/apt,100,2,83,11/4/2019,2.27,62,283,Honolulu,2
16105693,Newly Renovated 2 Bd family-friendlyCond w/Parking,20042576,Masa,Primary Urban Center,Primary Urban Center,21.27836,-157.82241,Entire home/apt,150,30,132,11/11/2019,3.79,3,227,Honolulu,2
16125266,Waikiki Garden Villa Charming One Bedroom #106,102001314,Julian Kim,Primary Urban Center,Primary Urban Center,21.27889,-157.82336,Entire home/apt,125,2,61,10/25/2019,1.68,62,251,Honolulu,2
16125972,lovely home for u in Waikiki,86096894,J.J,Primary Urban Center,Primary Urban Center,21.27588,-157.8226,Entire home/apt,99,1,117,11/11/2019,3.25,1,333,honolulu,2
16132105,äÖƒäÖƒ STUDIO äÖƒäÖƒ Near Kahanamoku Beach & Boardwalk,26482762,ResortShare1,Primary Urban Center,Primary Urban Center,21.2849,-157.82894,Hotel room,108,2,7,2/22/2019,0.2,63,324,Honolulu,1
16148225,Diamondhead to Kokohead Views,5714546,Ernest,East Honolulu,East Honolulu,21.28214,-157.7687,Entire home/apt,290,1,136,12/1/2019,3.81,2,305,Honolulu,4
16148466,=Waikiki Banyan=1BR w/Free Parking! Great Amenity!,105383424,Shige,Primary Urban Center,Primary Urban Center,21.27398,-157.82103,Entire home/apt,149,2,83,11/7/2019,2.33,1,93,Honolulu,2
16157091,Koa Suite/Free Parking/Wi-fi/AC/1 block to beach,76162275,Bonnie,Primary Urban Center,Primary Urban Center,21.27412,-157.82162,Entire home/apt,129,2,121,10/25/2019,3.44,1,123,Honolulu,1
16159264,Amazing Diamond Head view @ Waikiki Banyan #2901 T-1 1 Bed/1Bath,90710470,Ben,Primary Urban Center,Primary Urban Center,21.27401,-157.81993,Entire home/apt,207,2,27,8/27/2019,1.14,38,297,Honolulu,4
16176301,Amazing view and convenience,5454711,Nataliya,Primary Urban Center,Primary Urban Center,21.2875,-157.83377,Entire home/apt,127,1,34,11/19/2019,1,1,230,Honolulu,2
16177643,2 BR w Yard Condo close to Waikiki,321739,Minnie,Primary Urban Center,Primary Urban Center,21.28706,-157.82485,Entire home/apt,145,1,106,10/13/2019,3.86,1,15,Honolulu,5
16182938,2MIN TO WAIKIKI BEACH! BEAUTIFUL GARDEN HOTEL!,80161558,Zoe,Primary Urban Center,Primary Urban Center,21.27758,-157.82375,Hotel room,128,3,43,6/20/2019,1.2,2,100,Honolulu,2
16215566,Kahala Ali'i,10496350,Elite Vacation Rentals,Primary Urban Center,Primary Urban Center,21.26749,-157.78819,Entire home/apt,3540,10,0,,,54,351,Honolulu,12
16231014,KV601A Waikiki 2450 Prince Edward St Honolulu,2349948,Hawaii Dream Realty TEAM,Primary Urban Center,Primary Urban Center,21.27506,-157.8226,Entire home/apt,86,2,34,11/1/2019,0.95,41,343,Honolulu,1
16248024,"Ocean View, Steps to Beach, Waikiki Penthouse -A",101179668,Shannon,Primary Urban Center,Primary Urban Center,21.27571,-157.82309,Entire home/apt,139,2,162,11/25/2019,4.59,4,289,Honolulu,2
16248443,"Ocean View, Steps to Beach, Waikiki Penthouse-B",101179668,Shannon,Primary Urban Center,Primary Urban Center,21.27622,-157.82447,Entire home/apt,149,2,149,11/29/2019,4.21,4,288,Honolulu,2
16259398,Luxurious 3 Bed / 3 Bath at Yacht Harbor Tower,90710470,Ben,Primary Urban Center,Primary Urban Center,21.28858,-157.84032,Entire home/apt,24999,2,1,2/2/2019,0.1,38,364,Honolulu,6
16270151,BIKE-N-HAWAII,33055382,Kelly,Primary Urban Center,Primary Urban Center,21.2789,-157.82341,Entire home/apt,150,1,0,,,2,146,Honolulu,1
16272590,Waikiki Beach Condo-1191 Ilikai Marina,106416779,Elliot And Susanne,Primary Urban Center,Primary Urban Center,21.28637,-157.8388,Entire home/apt,123,3,132,10/13/2019,3.74,1,239,Honolulu,1
16301854,Nella - Diamond Head and Ocean View Apartment,106659468,Nella,Primary Urban Center,Primary Urban Center,21.27431,-157.82063,Entire home/apt,175,3,64,11/12/2019,1.77,1,273,Honolulu,4
16304855,WAIKIKI 1BDRM *HUGE MONTHLY DISCOUNT*FREE PARKING,41090328,TPRI Vacation Suites,Primary Urban Center,Primary Urban Center,21.28339,-157.82966,Entire home/apt,160,30,8,11/19/2019,0.22,27,291,Honolulu,4
16311758,Waikiki One Bedroom Surf Apartment,98086315,Zacarias,Primary Urban Center,Primary Urban Center,21.28358,-157.82764,Private room,80,5,5,7/15/2019,0.14,1,248,Honolulu,1
16312968,"NEW LISTING! Spacious studio condo w/ private lanai, kitchenette & shared pool!",40240788,Vacasa Hawaii,Primary Urban Center,Primary Urban Center,21.28043,-157.8262,Entire home/apt,87,30,2,3/30/2019,0.07,24,297,Honolulu,1
16323491,Stunning views of Diamond Head Suite 1104,43793840,Mark,Primary Urban Center,Primary Urban Center,21.26189,-157.8195,Entire home/apt,130,1,27,10/24/2019,0.97,105,261,Honolulu,1
16325245,Waikiki Luxury Condo,3925590,Paul,Primary Urban Center,Primary Urban Center,21.27399,-157.82135,Entire home/apt,189,2,106,11/20/2019,2.99,2,264,Honolulu,2
16337229,=Rare 2BR w/ 1 PKG in East Waikiki! =,28798420,Makoto,Primary Urban Center,Primary Urban Center,21.27643,-157.82217,Entire home/apt,248,30,66,11/12/2019,1.84,2,130,Honolulu,2
16338355,Ocean View Corner Unit Full Kitchen Seashore Condo,57133831,Maurie,Primary Urban Center,Primary Urban Center,21.27653,-157.82492,Entire home/apt,115,1,91,11/27/2019,2.55,8,262,Honolulu,2
16339124,Polihale Place! Modern Home w/ Ocean Views,2944360,Brynn,East Honolulu,East Honolulu,21.27249,-157.69999,Entire home/apt,395,5,88,7/25/2019,2.9,2,314,Honolulu,8
16341735,Double Suite Waikiki 2/2 with partial ocean view,9638641,Sammi,Primary Urban Center,Primary Urban Center,21.28759,-157.83387,Entire home/apt,205,7,90,11/20/2019,2.52,2,73,Honolulu,6
16342115,New Listing in Waikiki w/ Free Parking! #2,73622272,Tina,Primary Urban Center,Primary Urban Center,21.27356,-157.8183,Entire home/apt,112,3,90,11/19/2019,2.56,3,250,Honolulu,2
16348150,Modern Studio Across the Street from Waikiki Beach,52676905,Matt,Primary Urban Center,Primary Urban Center,21.27238,-157.82281,Entire home/apt,150,1,127,11/17/2019,3.52,10,324,Honolulu,1
16353802,"Panoramic, waterfront view! Quiet, 3BR 2BA+office!",90467331,Greg,East Honolulu,East Honolulu,21.28532,-157.70245,Entire home/apt,200,30,4,11/25/2019,0.13,1,0,Honolulu,6
16365868,Beautiful Ocean View Penthouse Studio Close To The Beach With A Large Lanai - Aloha Surf Ocean View Penthouse Studio,92715155,Ali'I Beach Rentals,Primary Urban Center,Primary Urban Center,21.27806,-157.82443,Entire home/apt,95,3,1,3/3/2017,0.03,104,313,Honolulu,4
16384697,Legal. Discount Cozy Condo by beach Waikiki Grand,48618334,Stellavera Kilcher & Michael,Primary Urban Center,Primary Urban Center,21.27088,-157.82141,Entire home/apt,95,1,152,11/28/2019,4.26,2,287,Honolulu,1
16395485,HIGHRISE 2 BEDROOM SUITE with Epic Balcony Views!,26482762,ResortShare1,Primary Urban Center,Primary Urban Center,21.28011,-157.83015,Hotel room,209,2,3,12/1/2019,0.09,63,86,Honolulu,1
16405251,Best Price! Pacific Monarch Vacation Rental (PM5),42705922,Lei Hawaii,Primary Urban Center,Primary Urban Center,21.27709,-157.82495,Entire home/apt,79,2,85,10/9/2019,2.41,41,0,Honolulu,4
16405372,"The Surf, Deep Sea exciting times in paradise(PM1)",42705922,Lei Hawaii,Primary Urban Center,Primary Urban Center,21.2763,-157.82319,Entire home/apt,84,2,71,10/18/2019,2.27,41,287,Honolulu,4
16407800,"Remodeled Hawaiian Monarch Studio, FreeWi-Fi!",107197784,IRealty,Primary Urban Center,Primary Urban Center,21.28831,-157.83322,Private room,75,7,21,10/9/2019,0.6,6,69,Honolulu,2
16408396,"Fairway Villa Studio,Parking,In-Unit Washer&Dryer!",107197784,IRealty,Primary Urban Center,Primary Urban Center,21.27872,-157.82527,Entire home/apt,85,30,36,9/21/2019,1.02,6,70,Honolulu,1
16409161,"Island Colony 1BR, Center of Waikiki! Free Wi-Fi!",107197784,IRealty,Primary Urban Center,Primary Urban Center,21.28001,-157.82664,Entire home/apt,118,30,1,10/15/2018,0.07,6,3,Honolulu,2
16409781,"Waikiki Banyan 35F 1BR, Free WiFi & Free Parking!",107197784,IRealty,Primary Urban Center,Primary Urban Center,21.27542,-157.82158,Entire home/apt,125,1,24,10/30/2019,0.69,6,0,Honolulu,3
16418383,"Secluded Beach House, Waikiki - Diamond Head",3830888,Julian,Primary Urban Center,Primary Urban Center,21.2676,-157.81683,Entire home/apt,450,30,31,8/8/2019,0.88,1,354,Honolulu,4
